participation_channel,city_id,survey_id,agent_id,twitter_profile,gender,birth_date,arrival_date,district_id,engagement_feeling,source_social_medias,source_messaging_app,source_word_mouth,source_internet,source_email,source_print_medias,source_newspapers,source_radio,source_tv,source_city_council,source_other,total_sources,facebook,twitter,youtube,medium,linkedin,instagram,Pinterest,Snapchat,other_social_media,total_social_medias,line,whatsapp,wechat,slack,telegram,messenger,other_messaging_app,total_messaging_app,agent_category,agent_type,influencer_national_gov,influencer_local_gov,influencer_public_services,influencer_investor,influencer_academic,influencer_private_research,influencer_corporate,influencer_startup,influencer_freelance,influencer_local_nonprofit,influencer_international_nonprofit,influencer_individual,total_influencers,relationship_public,relationship_academic,relationship_private,relationship_civil,neighborhood,global_events,startup_structure,business_clusters,public_infrastructure,governmental_meeting,online,other_meeting_place,total_meeting_places,opinion_share,opinion_change,engagement_wish,online_survey,workshop,interview,voting_app,project,total_engagement,engagement_freq,survey_date
Survey,Tallinn,345,345,,Woman,1994-06-27,2019-11-01,Kesklinn,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,4,0,1,0,0,0,0,0,1,Civil Society,Non-Profit(International),1,0,0,0,0,0,0,0,0,0,0,0,1,Positive,Positive,Positive,Positive,0,0,0,0,0,0,1,0,1,3,3,Yes,1,1,0,0,0,2,One hour a week,2020/06/27 2:36:35 AM UTC+3
Survey,Tel Aviv,123,123,,Woman,2020-02-09,2020-02-09,יפו הישנה Old Jaffa,1,1,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Civil Society,Non-Profit(International),0,0,0,0,1,0,0,0,0,1,1,0,3,Negative,Neutral,Neutral,Positive,1,0,0,0,0,0,1,0,2,4,3,Yes,0,0,0,0,1,1,One hour a day,2020/02/09 2:44:31 PM UTC+3
Survey,Tallinn,361,361,,Woman,1993-09-07,2019-08-25,Mustamäe,1,0,0,1,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,1,0,1,0,0,0,0,0,0,0,0,0,2,Neutral,Positive,Positive,Neutral,0,0,0,0,0,0,1,0,1,1,3,Yes,0,1,0,0,1,2,One hour a year,2020/07/05 11:14:11 PM UTC+3
Survey,Tallinn,337,337,,Man,1988-03-09,2019-04-12,Lasnamäe,1,1,0,1,1,0,0,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,Private Sector,Corporate Company,0,1,0,0,0,0,1,0,0,0,0,0,2,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,0,0,0,3,3,No,1,0,0,1,0,2,One hour a month,2020/06/26 2:06:36 PM UTC+3
Survey,Tel Aviv,171,171,,Man,1977-10-28,2000-04-01,הדר יוסף Hadar Yosef,2,1,1,1,0,0,1,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,Neutral,Positive,Negative,0,0,0,0,0,0,1,0,1,5,3,Yes,1,0,0,1,0,2,One hour a month,2020/03/08 2:20:53 AM UTC+3
Survey,Taipei,88,88,,Woman,1979-07-04,1979-07-04,New Taipei City,2,0,0,0,0,1,0,1,0,1,0,0,3,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,Private Sector,Corporate Company,1,0,0,0,0,0,1,0,0,0,0,0,2,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,1,2,Yes,1,0,0,0,0,1,One hour a week,2019/11/18 9:49:47 AM UTC+8
Survey,Tallinn,316,316,,Woman,2020-05-12,2018-12-01,Kesklinn,3,1,0,1,1,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,1,0,0,0,0,1,0,0,0,0,0,2,Neutral,Neutral,Neutral,Neutral,0,0,0,1,0,0,0,0,1,5,3,No,1,0,0,0,0,1,One hour a month,2020/06/15 9:57:47 AM UTC+3
Survey,Tel Aviv,241,241,,Man,1983-02-06,2011-09-01,נאות אפקה Ne'ot Afeka,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,1,0,0,0,0,0,0,0,0,0,0,0,1,Negative,Negative,Positive,Positive,0,0,0,0,0,0,1,0,1,1,3,Yes,1,0,0,1,1,3,One hour a month,2020/04/07 6:17:40 PM UTC+3
Survey,Taipei,48,48,,Woman,1969-09-05,2009-02-03,Nángang/南港,7,1,1,0,1,1,0,0,0,1,0,0,5,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,0,1,0,1,0,0,0,0,0,1,3,Neutral,Neutral,Neutral,Neutral,0,1,0,0,0,0,1,0,2,2,2,No,1,0,0,1,0,2,One hour a year,2019/11/13 4:09:43 PM UTC+8
Survey,Tallinn,274,274,,Man,1988-10-17,2017-02-12,Kesklinn,2,1,0,0,1,0,0,1,0,0,0,0,3,0,0,1,1,1,0,0,0,0,3,0,1,0,1,0,0,0,2,Private Sector,Corporate Company,1,0,0,0,0,0,1,1,0,0,0,0,3,Neutral,Positive,Neutral,Neutral,0,0,0,0,1,0,1,0,2,2,4,Yes,1,1,1,1,1,5,One hour a week,2020/06/05 11:04:40 PM UTC+3
Survey,Tallinn,297,297,,Man,1985-12-05,2010-01-01,Kesklinn,3,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,0,4,0,1,0,1,0,0,0,2,Private Sector,Corporate Company,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,Neutral,Neutral,Neutral,0,0,1,0,0,0,1,0,2,5,3,No,1,1,1,1,1,5,One hour a week,2020/06/10 4:56:30 PM UTC+3
Survey,Tallinn,290,290,,Woman,1994-05-08,2017-08-25,Kristiine,3,1,0,1,1,0,0,0,1,1,0,0,5,1,0,1,0,1,1,0,0,0,4,0,0,0,1,0,1,0,2,Private Sector,Corporate Company,1,1,1,1,0,0,1,0,0,0,0,0,5,Neutral,Positive,Positive,Neutral,0,0,0,0,0,0,1,0,1,2,4,Yes,1,1,1,1,1,5,One hour a week,2020/06/09 1:23:46 PM UTC+3
Survey,Taipei,110,110,,Man,1969-07-27,1991-03-15,New Taipei City,5,0,0,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Private Sector,Corporate Company,1,1,0,0,0,0,0,0,0,0,0,0,2,Neutral,Neutral,Neutral,Neutral,0,0,0,1,0,0,0,0,1,2,1,Yes,1,1,0,1,1,4,One hour a day,2019/11/26 9:37:04 AM UTC+8
Survey,Tel Aviv,209,209,,Man,1989-04-20,1989-04-20,הצפון הישן HaTzafon HaYashan,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,0,0,0,1,1,0,0,0,0,0,2,Negative,Neutral,Positive,Positive,0,0,0,0,1,0,1,0,2,3,3,Yes,1,0,0,1,1,3,One hour a week,2020/03/24 12:58:05 PM UTC+3
Survey,Tallinn,256,256,,Man,1982-12-24,2010-09-02,Nõmme,2,0,0,0,,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,0,1,0,0,1,0,0,0,0,0,2,Positive ; Neutral,Positive,Positive,Neutral,0,0,0,1,0,0,1,0,2,4,3,Yes,1,0,0,1,1,3,One hour a month,2020/06/02 11:57:56 PM UTC+3
Survey,Taipei,10,10,,Woman,1984-12-13,1985-12-13,Dà'ān/大安,7,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,3,1,1,0,0,0,0,0,2,Private Sector,Corporate Company,1,1,0,0,0,1,0,1,1,1,1,1,8,Neutral,Neutral,Positive,Positive,0,1,1,1,0,0,1,0,4,3,3,Yes,1,0,0,1,1,3,One hour a month,2019/11/08 7:40:45 PM UTC+8
Survey,Tel Aviv,211,211,,Woman,1974-01-15,1999-06-15,לב העיר Lev HaIr,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,0,0,0,0,0,0,0,0,0,1,1,Negative,Positive,Positive,Positive,0,0,0,0,0,0,1,0,1,1,3,Yes,1,0,0,1,1,3,One hour a week,2020/03/25 12:11:24 PM UTC+3
Survey,Taipei,14,14,,Man,1975-08-18,2024-01-01,Banqiao,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,0,0,0,0,0,0,0,1,0,0,1,Neutral,Neutral,Positive,Neutral,0,0,0,0,0,0,1,0,1,5,4,Yes,1,0,0,1,1,3,One hour a month,2019/11/09 1:53:47 PM UTC+8
Survey,Tel Aviv,208,208,,Man,1982-12-22,2013-07-01,The New North,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,0,4,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,0,0,0,1,0,0,0,0,0,0,1,Negative,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,3,3,Yes,1,0,0,1,1,3,One hour a week,2020/03/24 11:45:36 PM UTC+3
Survey,Tel Aviv,205,205,,Woman,1991-06-09,2019-07-10,לב העיר Lev HaIr,2,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,1,0,1,0,0,0,0,0,0,0,0,0,2,Neutral,Positive,Positive,Positive,0,0,1,1,0,0,1,0,3,3,4,Yes,1,0,1,0,1,3,One hour a month,2020/03/23 8:00:18 PM UTC+3
Survey,Tallinn,281,281,,Man,1986-04-03,2010-07-05,Kesklinn,3,1,1,1,1,0,0,0,0,0,0,1,5,1,0,1,0,1,0,0,0,0,3,0,1,0,0,0,1,1,3,Private Sector,Corporate Company,1,0,0,0,0,0,0,0,0,0,0,0,1,Positive,Neutral,Positive,Positive,0,1,0,1,0,0,0,0,2,4,2,No,1,0,1,0,1,3,One hour a month,2020/06/07 5:40:26 PM UTC+3
Survey,Tel Aviv,165,165,,Man,1976-06-09,1990-04-10,נחלת יצחק Nahalat Yitzhak,5,1,0,1,1,1,0,0,1,1,0,0,6,1,0,1,1,1,1,0,0,0,5,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,1,0,0,1,0,0,0,0,0,0,2,Positive,Positive,Positive,Positive,1,1,0,0,0,0,1,0,3,5,2,Yes,1,1,0,0,1,3,One hour a week,2020/03/03 12:17:04 AM UTC+3
Survey,Tallinn,366,366,,Man,1984-09-07,2017-05-20,Põhja-Tallinn,3,1,0,1,0,0,0,1,0,0,0,0,3,1,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,1,0,0,0,0,0,0,0,0,1,2,Neutral,Neutral,Positive ; Neutral,Neutral,1,0,0,0,0,0,0,0,1,4,3,Yes,1,1,0,0,1,3,One hour a week,2020/07/06 5:10:14 PM UTC+3
Survey,Tallinn,320,320,,Woman,1978-01-01,1978-01-01,Haabersti,3,0,0,1,1,0,0,1,0,0,0,1,4,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,1,1,0,1,0,0,1,0,0,0,0,0,4,Neutral,Positive,Positive,Neutral,1,0,1,1,1,0,1,0,5,3,4,No,0,1,0,0,1,2,One hour a week,2020/06/16 11:00:20 AM UTC+3
Survey,Tallinn,355,355,,Woman,1977-06-06,1977-06-06,Lasnamäe,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,3,Private Sector,Corporate Company,1,0,0,0,0,0,1,0,0,0,0,1,3,Positive,Neutral,Positive,Neutral,0,1,0,1,0,0,1,0,3,5,2,No,0,1,0,0,1,2,One hour a year,2020/07/01 10:51:24 AM UTC+3
Survey,Tallinn,273,273,,Woman,2020-06-05,2020-06-05,Kesklinn,7,1,0,0,1,0,0,0,1,1,0,0,4,1,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,2,Private Sector,Corporate Company,1,1,1,0,0,0,0,1,0,0,0,0,4,Neutral,Neutral,Positive,Neutral,0,0,0,1,0,0,1,1,3,5,3,No,1,0,0,1,0,2,One hour a week,2020/06/05 10:21:46 AM UTC+3
Survey,Taipei,82,82,,Woman,1988-12-11,2012-03-01,Xìnyì/信義,6,1,1,1,1,1,0,0,0,0,0,0,5,1,0,0,0,1,1,0,0,0,3,1,1,1,0,0,0,0,3,Private Sector,Corporate Company,1,1,0,0,0,0,1,0,0,0,0,0,3,Neutral,Neutral,Neutral,Neutral,0,0,0,1,0,0,1,0,2,3,3,Yes,1,0,0,1,0,2,Less than one hour a year,2019/11/18 12:33:55 PM UTC+8
Survey,Tallinn,268,268,,Man,1978-08-01,1978-08-01,Haabersti,1,1,0,1,1,0,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,2,Private Sector,Corporate Company,0,0,0,0,0,0,1,1,0,0,0,0,2,Neutral,Neutral,Neutral,Neutral,0,0,0,1,1,0,0,0,2,2,4,Yes,1,0,0,1,0,2,One hour a month,2020/06/04 12:13:57 PM UTC+3
Survey,Taipei,99,99,,Man,1967-07-15,1985-08-01,Nèihú/內湖,8,1,1,0,1,0,0,1,0,0,0,0,4,1,0,1,0,1,1,0,0,0,4,1,0,1,0,0,0,0,2,Private Sector,Corporate Company,1,1,0,0,0,0,1,1,0,0,0,0,4,Neutral,Neutral,Positive,Negative,0,0,1,1,0,0,0,0,2,4,3,Yes,1,0,0,1,0,2,One hour a week,2019/11/21 11:57:13 AM UTC+8
Survey,Tel Aviv,194,194,,Man,1988-10-06,2015-09-01,הצפון הישן HaTzafon HaYashan,8,1,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,0,0,0,0,1,0,0,0,0,0,1,Neutral,Positive,Positive,Neutral,0,0,1,0,1,0,1,0,3,5,4,Yes,1,0,0,1,0,2,One hour a month,2020/03/19 6:04:01 PM UTC+3
Survey,Tallinn,277,277,,Woman,1977-07-19,2015-08-25,Haabersti,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,0,0,0,0,1,0,0,0,0,0,1,Neutral,Neutral,Positive,Neutral,0,1,0,1,0,0,0,0,2,3,4,No,1,0,0,1,0,2,One hour a month,2020/06/05 3:20:51 PM UTC+3
Survey,Tel Aviv,207,207,,Man,1988-01-26,2015-09-01,יד אליהו Yad Eliyahu,1,1,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,1,0,0,0,0,0,0,0,0,0,0,1,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,1,1,No,1,0,0,1,0,2,One hour a week,2020/03/24 11:36:01 AM UTC+3
Survey,Tel Aviv,220,220,,Man,1978-11-21,2001-02-01,מגדלי נאמן Migdalei Ne'eman,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,Positive,Neutral,Neutral,0,0,1,0,0,0,0,0,1,3,3,No,1,0,0,1,0,2,One hour a month,2020/03/27 9:01:34 PM UTC+3
Survey,Tel Aviv,221,221,,Man,1978-11-21,2001-02-01,מגדלי נאמן Migdalei Ne'eman,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,Positive,Neutral,Neutral,0,0,1,0,0,0,0,0,1,3,3,No,1,0,0,1,0,2,One hour a month,2020/03/27 9:12:20 PM UTC+3
Survey,Taipei,21,21,,Man,1992-07-03,2018-05-28,Xìnyì/信義,8,1,0,1,1,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,3,1,0,0,1,0,0,0,2,Private Sector,Corporate Company,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,Neutral,Neutral,Neutral,0,0,1,0,1,0,0,0,2,3,4,Yes,1,1,0,0,0,2,One hour a week,2019/11/10 2:31:09 PM UTC+8
Survey,Tel Aviv,133,133,,Man,1967-05-07,2005-03-01,מונטיפיורי Montefiore,5,1,0,1,1,0,0,1,1,1,0,0,6,1,1,1,0,1,1,0,0,0,5,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,0,0,0,0,1,0,0,0,0,0,1,Neutral,Positive,Positive,Positive,0,1,1,1,1,0,1,0,5,4,3,Yes,1,0,1,1,0,3,More than one hour a day,2020/02/19 3:15:18 PM UTC+3
Survey,Taipei,69,69,,Man,1983-06-01,2012-10-31,Zhōngshān/中山,2,1,0,1,1,1,0,1,0,0,0,0,5,0,0,1,0,1,1,0,0,0,3,1,0,0,0,0,0,0,1,Private Sector,Corporate Company,1,0,0,0,0,0,1,0,0,0,0,0,2,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,0,1,1,3,4,Yes,1,1,0,1,0,3,One hour a month,2019/11/15 8:51:00 AM UTC+8
Survey,Tallinn,289,289,,Man,1991-09-17,1991-09-17,Põhja-Tallinn,2,1,0,1,1,0,0,0,0,1,1,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,Private Sector,Corporate Company,1,0,0,0,0,0,0,0,0,0,0,0,1,Positive,Positive,Positive,Positive,1,0,0,0,0,0,1,0,2,4,4,Yes,1,1,0,1,0,3,One hour a month,2020/06/08 8:03:39 PM UTC+3
Survey,Taipei,83,83,,Man,1980-10-20,1980-10-20,New Taipei City,3,1,0,0,1,1,0,0,0,0,0,0,3,1,0,1,0,1,1,0,0,0,4,1,0,0,0,0,0,0,1,Private Sector,Corporate Company,1,0,0,1,0,1,0,1,0,0,0,0,4,Neutral,Neutral,Positive,Neutral,0,0,1,1,0,0,1,0,3,1,4,No,1,1,0,1,0,3,One hour a week,2019/11/18 2:36:11 PM UTC+8
Survey,Tel Aviv,135,135,,Man,1978-01-01,2008-10-08,לב העיר Lev HaIr,3,1,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,1,0,0,0,0,0,0,0,0,0,0,1,Neutral,Neutral,Positive,Positive,1,0,1,0,0,0,0,0,2,1,2,Yes,1,1,1,1,0,4,One hour a month,2020/02/19 5:30:53 PM UTC+3
Survey,Tel Aviv,224,224,,Man,1971-09-20,1871-01-01,הצפון הישן HaTzafon HaYashan,7,1,1,1,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,Positive,Positive,Positive,0,0,1,0,0,0,1,0,2,4,3,No,0,0,0,1,0,1,Less than one hour a year,2020/03/29 6:48:06 PM UTC+3
Survey,Tel Aviv,155,155,,Man,1985-01-23,2015-04-24,פלורנטין Florentin,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,4,0,1,0,0,1,0,0,2,Private Sector,Corporate Company,0,0,0,0,0,1,1,0,0,0,0,0,2,Neutral,Neutral,Positive,Neutral,0,1,1,0,0,0,0,0,2,4,4,Yes,0,0,0,1,0,1,One hour a week,2020/03/02 1:30:52 PM UTC+3
Survey,Taipei,66,66,,Man,1973-11-15,2000-01-01,Wànhuá/萬華,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,0,0,0,0,1,0,0,0,0,0,1,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,3,3,Yes,0,0,0,1,0,1,One hour a year,2019/11/15 10:32:51 AM UTC+8
Survey,Tel Aviv,233,233,,Man,1983-03-18,2008-01-05,הצפון הישן HaTzafon HaYashan,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,1,0,0,0,0,0,0,0,0,0,0,0,1,Neutral,Neutral,Neutral,Neutral,1,0,0,0,0,0,1,0,2,3,3,No,0,0,1,0,0,1,One hour a week,2020/04/02 3:45:14 PM UTC+3
Survey,Taipei,5,5,,Man,1983-06-26,2011-02-04,Zhong he,5,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,Private Sector,Corporate Company,0,0,1,0,0,0,1,1,0,0,0,0,3,Neutral,Positive,Positive,Negative,0,0,0,1,0,0,0,0,1,3,3,No,0,1,0,0,0,1,Less than one hour a year,2019/11/08 2:13:20 PM UTC+8
Survey,Tel Aviv,172,172,,Man,1999-01-01,2020-01-02,אזורי חן Azorei Hen,4,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,0,0,0,0,1,0,0,0,0,0,1,Neutral,Neutral,Neutral,Neutral,0,1,0,0,0,0,0,0,1,2,1,Yes,0,1,0,0,0,1,One hour a day,2020/03/08 5:50:54 PM UTC+3
Survey,Tallinn,354,354,,Man,1980-05-21,2019-02-01,Kesklinn,3,1,0,0,0,1,1,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,0,0,0,0,1,1,0,0,0,0,2,Neutral,Neutral,Positive,Positive,0,1,1,0,0,0,1,0,3,4,2,No,1,0,0,0,0,1,One hour a year,2020/06/30 7:35:21 PM UTC+3
Survey,Tel Aviv,191,191,,Man,1988-04-02,2016-02-28,פלורנטין Florentin,4,1,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,0,0,0,0,0,0,0,0,0,0,1,1,Positive,Neutral,Positive,Neutral,0,0,0,0,0,0,1,0,1,5,2,No,0,0,0,0,0,0,One hour a month,2020/03/19 1:02:42 AM UTC+3
Survey,Tel Aviv,186,186,,Man,2015-11-17,2018-12-20,Nofei Yam,1,0,0,1,1,1,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Corporate Company,0,1,0,0,0,0,1,0,0,0,0,0,2,Positive,Neutral,Neutral,Positive,0,0,1,1,1,0,0,0,3,3,4,Yes,0,1,1,0,1,3,One hour a week,2020/03/17 11:08:41 AM UTC+3
Survey,Taipei,25,25,,Woman,1984-11-29,2009-09-11,Xìnyì/信義,7,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,4,0,0,0,1,0,1,0,2,Private Sector,Corporate Company,1,1,0,1,0,0,1,0,0,0,0,0,4,Neutral,Positive,Neutral,Neutral,0,0,0,1,0,0,0,0,1,5,3,Yes,1,1,1,1,1,5,Less than one hour a year,2019/11/11 4:04:27 PM UTC+8
Survey,Taipei,20,20,,Man,1990-07-22,2015-09-10,Wénshān/文山,2,1,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,Private Sector,Corporate Company,1,0,0,0,0,0,0,0,0,1,1,0,3,Neutral,Neutral,Neutral,Neutral,0,1,0,0,0,0,1,0,2,2,4,Yes,1,0,0,1,1,3,One hour a day,2019/11/10 2:00:13 AM UTC+8
Survey,Tallinn,306,306,,Woman,1993-11-08,2013-08-25,Kristiine,5,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0,1,Private Sector,Corporate Company,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Positive,Neutral,Neutral,0,0,1,0,0,0,0,0,1,3,3,Yes,1,0,0,0,1,2,One hour a month,2020/06/13 8:55:47 PM UTC+3
Survey,Tallinn,283,283,,Man,1987-02-01,1999-04-04,Mustamäe,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,Private Sector,Corporate Company,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,Positive,Positive,Positive,0,0,1,0,0,0,0,0,1,5,2,Yes,0,0,0,0,1,1,One hour a year,2020/06/08 1:13:07 PM UTC+3
Survey,Tallinn,360,360,,Man,1979-06-16,1979-06-16,Nõmme,5,0,0,0,1,0,1,1,0,1,0,0,4,0,0,1,1,1,0,1,0,0,4,0,1,0,1,0,0,0,2,Private Sector,Corporate Company,0,0,0,0,1,1,1,0,0,0,0,0,3,Neutral,Positive,Positive,Negative,0,1,1,1,0,0,1,0,4,4,3,Yes,1,0,0,1,0,2,One hour a month,2020/07/04 5:36:08 PM UTC+3
Survey,Taipei,42,42,,Woman,2019-09-01,2011-07-10,Dà'ān/大安,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,4,1,0,0,0,0,0,0,1,Private Sector,Corporate Company,1,0,0,0,0,0,1,0,0,0,1,0,3,Positive,Positive,Neutral,Neutral,0,1,1,0,1,1,0,0,4,5,3,Yes,1,0,0,1,0,2,One hour a week,2019/11/13 11:47:00 PM UTC+8
Survey,Taipei,114,114,,Woman,1971-05-15,1991-09-01,New Taipei City,6,0,0,0,0,1,1,1,1,1,0,0,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Private Sector,Corporate Company,1,0,0,0,0,0,0,0,0,0,0,0,1,Positive,Positive,Neutral,Neutral,0,1,1,1,0,0,0,0,3,4,4,Yes,1,1,0,0,0,2,One hour a week,2019/12/02 11:04:03 AM UTC+8
Survey,Tallinn,326,326,,Man,1986-07-19,2011-02-01,Mustamäe,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Private Sector,Corporate Company,0,0,0,0,0,0,0,0,0,0,0,1,1,Negative,Neutral,Positive,Neutral,0,0,0,0,0,0,1,0,1,3,3,Yes,1,1,0,0,0,2,One hour a month,2020/06/19 9:42:09 AM UTC+3
Survey,Taipei,68,68,,Man,1967-09-16,1967-09-16,Wénshān/文山,2,1,1,0,1,1,0,0,0,0,0,0,4,1,0,1,0,0,1,0,0,0,3,1,0,1,0,0,0,0,2,Private Sector,Corporate Company,0,0,0,1,0,0,1,1,0,0,0,0,3,Neutral,Neutral,Neutral,Neutral,0,1,1,1,0,0,0,0,3,3,2,No,1,0,1,1,0,3,One hour a month,2019/11/15 10:51:41 PM UTC+8
Survey,Taipei,3,3,,Woman,1988-12-10,2012-01-01,Sōngshān/松山,1,1,0,1,1,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,3,1,1,0,0,1,0,0,3,Private Sector,Corporate Company,1,1,1,1,0,0,0,0,0,0,0,0,4,Neutral,Neutral,Neutral,Neutral,0,1,1,0,0,0,1,0,3,2,4,No,1,0,0,0,0,1,Less than one hour a year,2019/11/08 1:18:56 PM UTC+8
